User_ID,Product_ID,Gender,Age,Purchase
1005953,P00001042,M,0-17,15647
1005972,P00044442,F,26-35,15816
1005998,P00244242,M,18-25,8103
1000110,P00334242,M,26-35,19443
1000209,P00251842,M,36-45,11505
1000291,P00110742,M,36-45,19082
1000502,P00351142,M,36-45,15742
1000565,P00046742,M,26-35,11575
1000573,P00057642,F,36-45,15707
1000658,P00198742,F,26-35,11625
1000701,P00113342,F,18-25,15717
1000871,P00267542,M,0-17,15387
1000876,P00057642,M,26-35,19279
1000988,P00110942,M,51-55,11845
1001475,P00054242,F,26-35,19157
1001488,P00025442,M,26-35,15738
1001596,P00255942,F,18-25,19478
1001773,P00154542,M,18-25,4539
1001846,P00173342,M,46-50,15657
1001893,P00184442,F,36-45,8049
1002294,P00201442,M,55+,15368
1002332,P00113242,M,55+,15630
1002337,P00125942,M,36-45,15308
1002367,P00073842,F,26-35,11493
1002382,P00332242,M,51-55,15625
1002602,P00114342,M,46-50,11790
1002628,P00281642,F,26-35,15269
1002648,P00233542,M,26-35,11407
1002821,P00110842,M,18-25,19153
1002827,P00201442,M,26-35,15226
1002850,P00045142,M,18-25,4541
1003017,P00347642,F,36-45,8083
1003026,P00304542,F,18-25,4419
1003057,P00334242,F,26-35,19559
1003142,P00112542,M,26-35,12035
1003211,P00036842,M,51-55,7736
1003301,P00112542,F,26-35,15619
1003532,P00136742,F,36-45,15548
1003828,P00112542,M,26-35,19126
1003840,P00070342,F,26-35,19588
1004331,P00339942,M,36-45,15249
1004536,P00237542,M,18-25,19636
1004689,P00046742,M,18-25,15870
1004792,P00090942,F,51-55,19136
1004828,P00303442,F,18-25,11631
1004847,P00304342,M,26-35,15485
1005025,P00110742,M,26-35,19697
1005067,P00184042,M,55+,19246
1005124,P00237542,M,36-45,11958
1005149,P00110942,M,36-45,19530
1005427,P00334242,M,36-45,19701
1005602,P00145042,M,36-45,15248
1005652,P00223542,M,18-25,15651
1005656,P00079742,M,26-35,3998
1005827,P00002142,M,26-35,15474
1005828,P00270542,M,26-35,15686
1005907,P00046742,M,26-35,11915
1005970,P00169742,M,36-45,15626
1000167,P00338442,F,26-35,4316
1000227,P00242742,M,36-45,8138
1000544,P00201442,M,36-45,15845
1000633,P00113242,M,26-35,19625
1000805,P00036842,M,36-45,19327
1000864,P00334242,F,26-35,19099
1001108,P00057642,M,55+,18959
1001256,P00080342,M,26-35,19087
1001400,P00237542,M,26-35,19509
1001588,P00159242,M,26-35,11916
1001784,P00046742,M,18-25,11921
1001840,P00346142,M,26-35,15742
1001864,P00338542,M,36-45,3909
1001914,P00025442,F,36-45,11975
1002036,P00002142,F,26-35,15307
1002241,P00233542,M,46-50,15707
1002252,P00159242,F,18-25,8314
1002397,P00184042,F,36-45,19612
1002398,P00334242,M,26-35,18963
1002798,P00147942,M,36-45,15492
1002948,P00080342,M,18-25,15237
1002949,P00338442,M,26-35,19215
1002987,P00044442,M,18-25,15641
1003153,P00199042,F,26-35,11543
1003166,P00110942,M,18-25,19371
1003573,P00110942,M,0-17,11834
1003786,P00044442,F,26-35,15445
1004011,P00059642,M,26-35,7719
1004336,P00042542,F,26-35,19263
1004360,P00145042,F,26-35,15778
1004623,P00242742,M,26-35,19093
1004822,P00332242,F,36-45,15889
1004914,P00173342,F,26-35,15323
1000021,P00249742,M,18-25,11481
1000359,P00112642,M,26-35,11673
1000375,P00334242,M,26-35,15337
1000431,P00010742,M,18-25,15563
1000618,P00351342,M,26-35,11849
1000715,P00057642,M,18-25,11812
1000773,P00249742,M,26-35,8239
1001041,P00080342,M,46-50,19042
1001276,P00288942,M,36-45,11573
1001471,P00242742,M,26-35,3879
1001479,P00117342,F,51-55,15415
1001520,P00145042,M,26-35,15638
1002811,P00080342,M,26-35,11585
1002863,P00002142,F,26-35,7586
1003253,P00066242,F,36-45,8301
1003649,P00346242,F,26-35,15370
1005064,P00113242,M,18-25,19205
1005420,P00111642,F,0-17,3803
1005477,P00112142,M,36-45,15622
1005564,P00121342,M,46-50,12073
1005913,P00010742,F,18-25,18957
1000126,P00317442,M,18-25,8095
1000283,P00010742,M,26-35,19129
1000594,P00221442,F,55+,19095
1000722,P00147942,M,26-35,11655
1001324,P00255942,M,36-45,11755
1001638,P00110942,F,18-25,15876
1002530,P00105142,M,18-25,19121
1003164,P00267542,M,18-25,8131
1004652,P00351342,F,26-35,12089
1005081,P00037142,F,18-25,15195
1005117,P00251842,F,26-35,7879
1005286,P00267442,M,46-50,11922
1005411,P00286742,F,0-17,11836
1005591,P00267542,M,18-25,3802
1005806,P00117342,F,51-55,11915
1006017,P0094042,F,36-45,11545
1000361,P00193542,F,26-35,15596
1000404,P00114342,M,18-25,19373
1000468,P00130742,F,0-17,19279
1000795,P00000642,F,36-45,12061
1001227,P00046142,M,51-55,11773
1001239,P00044442,F,26-35,15737
1001583,P00240242,M,36-45,11789
1002747,P00112142,F,18-25,15224
1002778,P00121342,M,55+,19066
1002874,P00113242,F,36-45,11664
1004111,P00112142,M,26-35,19056
1005496,P00173342,M,26-35,15908
1002274,P00237542,M,18-25,19028
1002835,P00184442,M,36-45,7720
1003275,P00105342,M,36-45,15245
1003291,P00274042,F,26-35,11746
1003628,P00277442,M,26-35,11486
1004044,P00317442,F,36-45,15309
1005425,P00248942,M,18-25,15858
1005693,P00318742,F,26-35,11800
1006015,P00120042,F,26-35,15907
1001620,P00248942,M,26-35,11862
1001863,P00113242,M,18-25,19121
1002543,P00044442,F,36-45,19261
1003273,P00332242,M,36-45,11497
1004672,P00249542,M,55+,8030
1004803,P00251642,F,26-35,11619
1005377,P00318742,F,18-25,11565
1005721,P00110942,M,46-50,11573
1001234,P00184942,M,18-25,19174
1002033,P00277542,F,46-50,4515
1002381,P00184442,F,36-45,8157
1004525,P00273742,M,26-35,19604
1005429,P00080342,F,26-35,7632
1000055,P00057642,F,36-45,19245
1001363,P00223542,M,51-55,19607
1002061,P00057642,M,55+,12121
1002257,P00143642,F,18-25,7708
1002839,P00221042,M,26-35,11606
1002936,P00112142,F,18-25,15487
1003495,P00355142,M,18-25,11608
1005007,P00338542,F,18-25,15626
1005320,P00113242,F,18-25,4256
1005690,P00113342,M,18-25,19354
1000992,P00090942,F,36-45,19215
1002964,P00025442,M,26-35,15566
1000967,P00145042,F,18-25,11724
1003043,P00045342,M,18-25,7823
1000011,P00110842,F,26-35,19327
1000012,P00304242,M,26-35,15246
1000017,P00019342,M,51-55,15872
1000025,P00206442,M,18-25,15361
1000029,P00233542,M,36-45,19068
1000046,P00103142,M,18-25,3978
1000052,P00147942,M,18-25,15244
1000057,P00350342,M,18-25,4290
1000061,P00334242,M,26-35,15365
1000083,P00105142,F,26-35,15584
1000084,P00277442,M,18-25,11896
1000086,P00145042,F,0-17,19283
1000087,P00173342,M,26-35,4121
1000090,P00160942,M,55+,15433
1000094,P00117042,M,26-35,15482
1000097,P00315442,F,36-45,11670
1000099,P00334242,F,0-17,18982
1000100,P00057942,M,36-45,11612
1000102,P00334242,M,36-45,3829
1000106,P00112142,F,36-45,19703
1000111,P00036842,M,36-45,15351
1000113,P00351142,M,18-25,19697
1000118,P00127642,M,36-45,15909
1000119,P00227642,F,0-17,15837
1000121,P00059742,M,36-45,19498
1000122,P00142142,F,18-25,4530
1000129,P00037542,M,26-35,15383
1000131,P00192542,M,18-25,7734
1000139,P00329542,F,26-35,7773
1000143,P00184942,M,18-25,19662
1000162,P00338442,F,18-25,11808
1000174,P00062842,M,26-35,15828
1000181,P00034042,M,18-25,15825
1000185,P00182742,M,46-50,15327
1000186,P00111142,M,18-25,19452
1000188,P00307542,M,55+,11916
1000210,P00063342,F,0-17,3829
1000212,P00128742,M,26-35,15174
1000214,P00334242,M,18-25,11915
1000229,P00110742,M,18-25,19273
1000230,P00351342,M,46-50,15797
1000252,P00338542,M,26-35,15782
1000254,P00113242,M,36-45,15837
1000256,P00255942,M,46-50,11964
1000260,P00167942,M,18-25,8335
1000262,P00025442,F,26-35,18952
1000263,P00221442,F,26-35,15581
1000266,P00110842,M,36-45,19017
1000268,P00044442,F,18-25,15515
1000271,P00110842,M,18-25,19416
1000279,P00359242,M,26-35,19052
1000289,P00044442,F,26-35,11802
1000295,P00304242,M,18-25,11535
1000299,P00025442,M,26-35,15288
1000306,P00237542,M,18-25,15247
1000310,P00130742,F,18-25,11866
1000314,P00111142,F,55+,8336
1000316,P00184942,M,55+,19322
1000320,P00338542,M,36-45,15839
1000327,P00173342,M,36-45,11596
1000328,P00044442,M,36-45,11752
1000330,P00080342,M,55+,19527
1000337,P00128542,M,18-25,7939
1000342,P00221442,M,18-25,15902
1000349,P00338442,M,0-17,12051
1000350,P00046142,M,46-50,15397
1000368,P00022142,M,26-35,11857
1000372,P00157642,F,18-25,11469
1000374,P00002142,F,36-45,19349
1000380,P00112142,M,26-35,15818
1000381,P00346242,M,36-45,15686
1000385,P00046742,M,26-35,15262
1000387,P00182742,F,36-45,11834
1000389,P00070342,M,26-35,11798
1000394,P00044442,M,18-25,11858
1000413,P00338442,M,26-35,12021
1000429,P00240242,M,18-25,19497
1000449,P00117042,M,26-35,19334
1000480,P00169742,F,18-25,11749
1000481,P00114942,M,46-50,19112
1000510,P00251642,M,18-25,19340
1000513,P00015842,M,26-35,11393
1000516,P00249542,F,55+,8028
1000518,P00184042,F,36-45,19269
1000529,P00010742,M,36-45,19549
1000536,P00105142,M,26-35,19332
1000539,P00112542,M,26-35,15520
1000541,P00145042,F,18-25,19013
1000564,P00184442,M,46-50,11572
1000567,P00127842,M,36-45,19487
1000580,P00228442,M,0-17,15713
1000591,P00112142,M,26-35,15670
1000602,P00346142,F,55+,19512
1000611,P00057642,M,36-45,19555
1000612,P00351142,M,51-55,11635
1000615,P00113242,M,51-55,11529
1000632,P00145042,M,46-50,12071
1000636,P00233942,M,18-25,19583
1000646,P00110742,M,36-45,15194
1000666,P00173342,F,18-25,15271
1000668,P00042942,F,26-35,15340
1000671,P00110942,M,18-25,19229
1000674,P00113142,M,26-35,19348
1000687,P00237542,F,26-35,15779
1000704,P00255942,F,36-45,15522
1000707,P00191442,M,36-45,7619
1000708,P00057642,M,26-35,19464
1000717,P00307542,M,26-35,8124
1000718,P00112142,M,18-25,15433
1000728,P00289242,M,26-35,11674
1000729,P00048042,M,36-45,8242
1000739,P00073842,M,36-45,18966
1000740,P00351142,M,26-35,11622
1000742,P00243942,M,18-25,15662
1000751,P00110942,F,26-35,15189
1000753,P00128942,M,0-17,12077
1000754,P00102942,M,36-45,11511
1000756,P00025442,M,36-45,11985
1000761,P00270942,M,18-25,19385
1000762,P00274242,M,0-17,15729
1000764,P00112142,M,18-25,19307
1000772,P00242742,M,18-25,12104
1000778,P00198742,M,18-25,15891
1000785,P00015842,M,18-25,15508
1000786,P00110742,M,26-35,19238
1000787,P00251942,M,18-25,11662
1000788,P00036842,M,26-35,11730
1000793,P00351142,F,36-45,15590
1000801,P00192542,F,26-35,8335
1000803,P00025442,M,18-25,15202
1000809,P00057642,M,26-35,8144
1000810,P00184942,M,26-35,19105
1000812,P00334242,M,26-35,19362
1000816,P00036842,M,46-50,15719
1000818,P00071242,M,18-25,3798
1000832,P00288942,M,18-25,15890
1000838,P00355142,M,51-55,19162
1000861,P00182142,M,26-35,19315
1000863,P00025442,M,26-35,19386
1000878,P00062842,M,18-25,15888
1000882,P00249542,M,18-25,12112
1000884,P00241642,M,0-17,15751
1000888,P00147742,F,0-17,15745
1000890,P00015842,M,18-25,15259
1000891,P00184942,M,26-35,19405
1000892,P00346142,M,36-45,11911
1000894,P00237542,M,18-25,19106
1000905,P00044442,F,46-50,15180
1000909,P00274142,M,46-50,15693
1000913,P00115142,M,26-35,19113
1000915,P00260442,M,26-35,8186
1000919,P00122442,F,36-45,15799
1000920,P00146742,M,18-25,15826
1000931,P00080342,F,55+,3915
1000936,P00143342,M,18-25,7723
1000939,P00332242,F,26-35,11631
1000958,P00057642,M,36-45,4361
1000959,P00010742,M,51-55,19195
1000960,P00132642,M,0-17,11608
1000974,P00090942,M,36-45,15511
1000977,P00115142,M,26-35,19109
1000985,P00112542,M,26-35,15320
1000987,P00303442,F,36-45,7683
1000993,P00334242,M,26-35,7729
1000997,P00334242,M,0-17,15656
1001003,P00110942,M,26-35,19286
1001006,P00355142,M,18-25,15415
1001008,P00112542,M,36-45,15847
1001012,P00000942,F,36-45,4123
1001013,P00113242,M,55+,15752
1001022,P00112142,M,26-35,4436
1001036,P00128942,M,36-45,15716
1001043,P00277442,F,51-55,11455
1001052,P00090942,F,36-45,18956
1001054,P00057642,M,0-17,19077
1001060,P00144642,M,18-25,19426
1001071,P00119642,M,51-55,15731
1001073,P00110742,F,26-35,19459
1001084,P00080342,M,0-17,19325
1001091,P00162442,M,18-25,11418
1001094,P00113342,F,18-25,15474
1001096,P00157642,M,0-17,11835
1001099,P00223542,M,26-35,19707
1001106,P00307542,M,18-25,15230
1001126,P00046742,M,55+,11890
1001127,P00277842,M,26-35,11826
1001130,P00284842,M,18-25,15748
1001133,P00010742,M,18-25,19566
1001134,P00057942,M,18-25,19407
1001136,P00000642,F,36-45,11695
1001138,P00173842,M,18-25,7964
1001152,P00213042,M,18-25,8127
1001155,P00173942,M,26-35,7677
1001163,P00062842,M,0-17,7752
1001190,P00270942,M,46-50,15499
1001196,P00120042,F,18-25,15270
1001198,P00338442,M,0-17,19589
1001201,P00105142,M,18-25,19364
1001215,P00129342,M,36-45,15906
1001231,P00025442,M,26-35,15716
1001249,P00110742,M,36-45,19180
1001252,P00350342,M,55+,8165
1001261,P00293842,M,18-25,12044
1001267,P00346142,M,26-35,8282
1001270,P00355142,M,26-35,7588
1001278,P00114342,M,18-25,11892
1001281,P00145042,M,26-35,8004
1001296,P00241642,M,0-17,4330
1001300,P00338442,M,0-17,15594
1001302,P00168742,M,18-25,19512
1001311,P00241642,M,18-25,15484
1001323,P00080342,F,36-45,19662
1001339,P00221442,M,36-45,7863
1001344,P00113342,F,26-35,11423
1001366,P00110942,M,0-17,15449
1001367,P00127842,M,26-35,19341
1001380,P00223042,M,0-17,11506
1001384,P00332242,M,18-25,8315
1001399,P00039242,M,18-25,8173
1001401,P00025442,F,18-25,15430
1001414,P00044442,M,18-25,19560
1001415,P00110742,M,46-50,15525
1001417,P00332242,M,36-45,7862
1001420,P00025442,M,18-25,19683
1001433,P00157642,F,18-25,19464
1001440,P00243942,M,36-45,4085
1001467,P00351142,M,26-35,11796
1001472,P00110742,M,26-35,15641
1001484,P00010742,M,26-35,11428
1001495,P00057642,M,18-25,7720
1001499,P00332242,M,0-17,15421
1001502,P00009342,M,18-25,19600
1001512,P00145042,M,26-35,15745
1001523,P00114342,M,26-35,19671
1001538,P00127342,M,26-35,15190
1001542,P00046742,M,18-25,19342
1001543,P00270942,M,26-35,15426
1001557,P00025442,F,18-25,15617
1001582,P00128942,M,18-25,15303
1001598,P00111142,M,36-45,15817
1001601,P00355142,M,26-35,15906
1001617,P00046742,M,26-35,19694
1001623,P00277442,M,51-55,11463
1001630,P00125942,M,46-50,11640
1001631,P00128942,F,51-55,19227
1001640,P00169742,M,36-45,3962
1001641,P00122442,M,26-35,4048
1001643,P00249542,M,46-50,15170
1001650,P00112142,M,26-35,19567
1001651,P00111142,M,26-35,15909
1001672,P00115142,M,26-35,15909
1001673,P00145042,M,0-17,19177
1001677,P00262242,M,18-25,15509
1001678,P00025442,F,18-25,19654
1001683,P00110842,F,26-35,8282
1001688,P00125942,F,18-25,18987
1001696,P00025442,M,36-45,19283
1001702,P00078842,M,18-25,15317
1001703,P00270942,M,18-25,15283
1001704,P00057942,M,26-35,19426
1001705,P00054242,F,18-25,15863
1001724,P00010742,M,18-25,15363
1001728,P00128942,M,18-25,15435
1001731,P00307542,F,18-25,15588
1001743,P00351342,M,36-45,12051
1001744,P00121342,M,36-45,19141
1001751,P00308542,M,36-45,15791
1001754,P00112142,M,18-25,11666
1001761,P00233542,M,36-45,4458
1001765,P00105142,M,18-25,15717
1001767,P00237542,M,26-35,18952
1001770,P00128042,M,36-45,15670
1001777,P00112942,M,26-35,15753
1001779,P00329542,M,18-25,7735
1001781,P00233042,F,36-45,4466
1001789,P00334242,M,0-17,15764
1001790,P00105142,M,26-35,15348
1001795,P00114942,M,18-25,19088
1001805,P00070042,M,18-25,15315
1001807,P00016542,M,18-25,12088
1001839,P00182342,M,18-25,15413
1001841,P00309142,M,18-25,11794
1001854,P00346242,M,26-35,12027
1001855,P00182142,M,18-25,11521
1001860,P00073842,M,55+,19448
1001870,P00177442,M,55+,19191
1001878,P00241642,M,0-17,15512
1001882,P00184042,M,36-45,15413
1001892,P00113242,M,26-35,15507
1001895,P00274042,M,36-45,15542
1001902,P00034442,M,26-35,15423
1001911,P00118642,F,18-25,15272
1001921,P00221342,M,55+,8292
1001923,P00142142,M,36-45,19157
1001937,P00002142,M,26-35,8270
1001939,P00112542,F,36-45,19095
1001940,P00112142,M,26-35,19471
1001944,P00110942,F,18-25,19438
1001949,P00025442,M,18-25,19097
1001950,P00073842,M,26-35,8227
1001951,P00002142,F,18-25,11414
1001954,P00358442,M,26-35,15382
1001957,P00080342,F,18-25,19140
1001966,P00209742,M,26-35,19226
1001970,P00093542,M,51-55,12075
1001978,P00120042,M,0-17,15355
1001982,P00046742,M,0-17,15590
1001989,P00006942,M,51-55,15385
1001994,P00044442,M,36-45,12122
1001996,P00025442,M,36-45,19642
1002000,P00145042,M,18-25,8302
1002008,P00140742,M,26-35,4006
1002009,P00351142,F,36-45,15473
1002017,P00073842,M,26-35,19368
1002021,P00209742,M,26-35,19326
1002022,P00249542,M,26-35,15552
1002024,P00298942,M,0-17,8017
1002025,P00304442,M,55+,8304
1002027,P00184942,F,26-35,12075
1002035,P00025442,F,18-25,19141
1002039,P00274242,M,51-55,8242
1002046,P00288942,M,36-45,15432
1002050,P00016042,F,36-45,15767
1002051,P00332242,M,36-45,8010
1002054,P00241642,M,26-35,15679
1002060,P00057642,M,0-17,19234
1002062,P00114342,M,18-25,19538
1002064,P00074442,M,36-45,8096
1002068,P00110742,F,36-45,19646
1002072,P00266642,F,51-55,15610
1002078,P00057642,M,18-25,12064
1002079,P00345742,M,0-17,11925
1002084,P00113242,M,18-25,19039
1002090,P00221442,M,36-45,19295
1002091,P00259842,F,36-45,11992
1002097,P00338542,M,18-25,15435
1002100,P00208742,F,26-35,8158
1002103,P00057642,M,36-45,15451
1002112,P00184942,F,46-50,12108
1002114,P00144642,M,18-25,15842
1002125,P00334242,M,36-45,15201
1002136,P00016342,M,36-45,15451
1002137,P00182142,F,0-17,18986
1002138,P00237542,F,18-25,19649
1002150,P00248942,F,18-25,15592
1002152,P00112542,M,18-25,11955
1002156,P00154542,M,18-25,7833
1002162,P00006942,F,0-17,3965
1002166,P00034042,M,0-17,15734
1002186,P00110842,M,18-25,12022
1002193,P00105142,M,0-17,19103
1002194,P00160042,M,26-35,8250
1002200,P00057642,M,36-45,19489
1002208,P00184942,M,26-35,19458
1002217,P00339342,M,0-17,15365
1002219,P00145042,M,26-35,11884
1002235,P00145042,M,0-17,11456
1002236,P00358442,M,0-17,15292
1002248,P00140042,F,36-45,15848
1002253,P00037142,F,51-55,19483
1002254,P00334042,M,36-45,11583
1002256,P00173342,F,46-50,11631
1002261,P00237242,M,26-35,11654
1002264,P00338442,F,46-50,11578
1002272,P00140742,M,26-35,15693
1002273,P00244042,M,26-35,15799
1002324,P00010742,M,36-45,15174
1002325,P00010742,F,18-25,15293
1002327,P00070042,M,18-25,15604
1002342,P00233542,M,36-45,12004
1002347,P0097242,M,36-45,15193
1002349,P00110742,M,26-35,15310
1002357,P00351342,F,36-45,19553
1002371,P00303342,F,36-45,11604
1002395,P00233042,M,36-45,15351
1002404,P00136742,M,18-25,11542
1002424,P00346142,M,26-35,8321
1002434,P00010742,M,26-35,19395
1002474,P00010742,M,26-35,19376
1002479,P00025442,F,26-35,15342
1002491,P00147942,M,36-45,19609
1002494,P00267542,M,18-25,15695
1002510,P00120042,M,26-35,19706
1002517,P00173842,F,36-45,11958
1002559,P00182342,M,18-25,15550
1002565,P00193542,M,36-45,15266
1002567,P00341342,M,26-35,12029
1002568,P00242742,M,26-35,15381
1002571,P00025442,M,36-45,18965
1002572,P00112142,M,36-45,15872
1002575,P00229742,M,36-45,19680
1002577,P00229742,M,26-35,11564
1002579,P00114342,M,36-45,19361
1002583,P00044442,M,36-45,19288
1002587,P00127242,M,36-45,11607
1002593,P00088042,M,55+,11879
1002594,P00351342,M,36-45,8216
1002607,P00184042,F,55+,15347
1002614,P00105142,M,26-35,15328
1002617,P00318742,F,46-50,15362
1002620,P00223542,M,18-25,15432
1002621,P00073842,M,18-25,15500
1002632,P00146742,M,55+,15381
1002639,P00113242,F,26-35,11937
1002669,P00370042,M,46-50,7677
1002671,P00046742,F,36-45,19255
1002673,P00110842,M,36-45,19564
1002687,P00054242,M,0-17,19659
1002692,P00237542,F,18-25,19658
1002693,P00217442,M,55+,11810
1002712,P00274042,F,18-25,15696
1002715,P00142142,F,51-55,8041
1002717,P00046742,M,26-35,15661
1002719,P00339942,M,26-35,15737
1002720,P00129342,M,36-45,4440
1002728,P00112142,M,36-45,19624
1002731,P00233842,M,36-45,7792
1002736,P00120042,M,46-50,19108
1002742,P00010742,M,26-35,15611
1002756,P00237542,M,18-25,19653
1002760,P00233542,M,55+,7655
1002769,P0097242,M,26-35,15603
1002776,P00145042,M,26-35,11420
1002792,P00303342,M,18-25,15191
1002800,P00318742,F,18-25,3806
1002804,P00046742,F,36-45,19594
1002824,P00148542,M,18-25,11941
1002833,P00251842,M,26-35,3823
1002838,P00110742,M,18-25,19127
1002846,P00070042,F,18-25,11711
1002852,P00209742,M,26-35,19424
1002859,P00127842,M,18-25,15448
1002864,P00046742,F,36-45,11583
1002866,P00110942,M,26-35,19619
1002877,P00122442,M,36-45,19030
1002892,P00025442,M,26-35,19037
1002919,P00001042,M,18-25,11494
1002921,P00249542,M,51-55,15283
1002943,P00111242,M,36-45,19123
1002950,P00184942,M,18-25,19331
1002955,P00127842,M,36-45,11382
1002978,P00121342,M,36-45,11623
1002983,P00074442,M,18-25,19096
1003022,P00193542,M,26-35,8004
1003028,P00363242,M,0-17,11758
1003033,P00046742,M,18-25,15430
1003034,P00037142,F,18-25,15201
1003040,P00237542,M,26-35,18950
1003058,P00009342,M,18-25,4156
1003078,P00080342,F,36-45,19565
1003083,P00111142,F,51-55,19215
1003085,P00016042,M,26-35,19154
1003092,P00329542,M,36-45,11718
1003101,P00015842,M,18-25,15489
1003104,P00322142,M,18-25,7882
1003116,P00110942,M,26-35,19099
1003140,P00112142,F,26-35,19646
1003146,P00113342,M,26-35,15418
1003147,P00334242,M,26-35,19367
1003151,P00111142,F,26-35,19071
1003156,P00028042,M,36-45,8181
1003157,P00145042,M,26-35,19097
1003160,P00112542,M,26-35,15889
1003167,P00155442,M,26-35,8012
1003169,P00145042,M,51-55,19059
1003194,P00338442,M,26-35,15912
1003196,P00251642,F,18-25,7782
1003203,P00173342,M,36-45,11811
1003209,P00187842,M,26-35,12001
1003213,P00046142,F,26-35,15719
1003251,P00025442,M,36-45,15710
1003257,P00110942,M,26-35,19226
1003274,P00122442,M,26-35,8134
1003281,P00216142,M,26-35,15325
1003302,P00249542,M,26-35,7894
1003305,P00208742,M,55+,11411
1003314,P00243942,M,26-35,15200
1003324,P00270942,M,36-45,19368
1003334,P00184942,M,36-45,19478
1003355,P00201642,M,26-35,4018
1003359,P00182142,M,26-35,7721
1003370,P00184942,M,18-25,11850
1003373,P00144642,M,18-25,11475
1003374,P00114342,M,36-45,15283
1003377,P00237542,M,26-35,19689
1003384,P00147742,M,36-45,11632
1003385,P00352142,F,26-35,11879
1003399,P00277442,M,26-35,15435
1003403,P00110842,M,36-45,18971
1003412,P00338442,M,26-35,11827
1003415,P00044442,M,36-45,15743
1003423,P00110842,M,26-35,19695
1003436,P00351342,M,36-45,11500
1003440,P00351142,M,55+,19338
1003445,P00110842,F,36-45,19000
1003453,P00352742,M,36-45,7590
1003456,P00173842,M,26-35,19294
1003458,P00128942,M,46-50,11563
1003461,P00346142,M,36-45,15898
1003470,P00070442,M,36-45,4254
1003479,P00110942,M,18-25,15193
1003480,P00112142,M,26-35,19065
1003484,P00173842,M,18-25,8220
1003493,P00025442,M,26-35,18968
1003513,P00110842,M,26-35,19220
1003516,P00112542,M,18-25,15902
1003517,P00182142,M,18-25,15470
1003522,P00237542,M,18-25,19355
1003524,P00267542,F,26-35,12119
1003530,P00351342,M,26-35,19199
1003536,P00006942,M,18-25,8260
1003552,P00338442,F,36-45,12035
1003555,P00145042,M,55+,19255
1003564,P00270942,M,26-35,15664
1003571,P00251942,M,18-25,11424
1003577,P00130742,F,55+,19503
1003579,P00182742,M,18-25,15187
1003580,P00036842,F,18-25,12064
1003581,P00112142,M,18-25,19017
1003582,P00338442,F,36-45,19313
1003595,P00147942,M,26-35,15537
1003599,P00010742,M,26-35,19620
1003607,P00233542,M,36-45,19221
1003609,P00157642,F,26-35,11899
1003611,P00145042,M,26-35,15406
1003615,P00059642,M,26-35,11442
1003638,P00249742,M,26-35,7702
1003643,P00044442,M,26-35,15789
1003657,P00182742,M,18-25,19413
1003658,P00112642,F,26-35,19187
1003659,P00334242,M,18-25,19347
1003660,P00233542,M,36-45,15658
1003670,P00121342,M,46-50,15276
1003672,P00221742,M,36-45,15668
1003687,P00237542,F,51-55,4105
1003696,P00363242,M,36-45,3869
1003703,P00046742,M,18-25,4267
1003707,P00194642,F,18-25,15778
1003709,P00050442,M,26-35,11911
1003710,P00249542,M,0-17,15839
1003717,P00114942,M,36-45,19118
1003718,P00111242,M,51-55,11534
1003720,P00046742,M,46-50,8181
1003730,P00110742,M,26-35,15723
1003731,P00114942,M,26-35,19353
1003737,P00223042,M,26-35,8222
1003744,P00105142,M,26-35,4471
1003748,P00002142,M,18-25,11953
1003767,P00184942,M,26-35,11488
1003780,P00110842,M,0-17,19015
1003781,P00173942,F,55+,15741
1003785,P00125942,F,26-35,11528
1003810,P00119642,M,51-55,15584
1003822,P00270542,M,46-50,7996
1003837,P00193542,M,26-35,15333
1003849,P00105142,M,36-45,12127
1003859,P00052042,M,26-35,11554
1003860,P00233942,M,46-50,7856
1003861,P00350342,M,18-25,12040
1003869,P00044442,M,18-25,15361
1003871,P00145042,M,18-25,15576
1003887,P00278942,M,18-25,15160
1003890,P00160042,M,18-25,15635
1003898,P00318742,M,46-50,15724
1003902,P00128942,M,26-35,19096
1003903,P00193542,M,26-35,11643
1003904,P00173342,M,0-17,15329
1003905,P00016742,M,26-35,11393
1003906,P00184942,M,51-55,19000
1003914,P00036842,M,36-45,15315
1003918,P00249542,M,26-35,11672
1003919,P00182342,M,46-50,15561
1003920,P00346342,M,36-45,15718
1003923,P00277542,M,36-45,11907
1003927,P00046142,F,26-35,19691
1003931,P00112542,M,26-35,15594
1003935,P00173342,M,36-45,15716
1003947,P00145042,M,26-35,19528
1003949,P00359242,M,46-50,15866
1003956,P00182142,M,26-35,11678
1003958,P00010742,M,46-50,19295
1003961,P00046742,M,26-35,15203
1003965,P00351142,M,18-25,19682
1003968,P00147942,M,26-35,19048
1003991,P00249542,M,26-35,12057
1003996,P00114942,M,18-25,19551
1004005,P00182142,M,36-45,15294
1004006,P00110842,M,0-17,11844
1004009,P00112142,M,18-25,15894
1004012,P00112142,M,18-25,19468
1004017,P00046142,M,26-35,15464
1004026,P00284842,M,26-35,15393
1004046,P00335442,M,46-50,3989
1004062,P00044442,M,26-35,19661
1004063,P00361942,F,36-45,4325
1004070,P00223542,M,26-35,19144
1004078,P00351342,M,26-35,15853
1004080,P00010742,M,36-45,19591
1004094,P00169742,M,26-35,15326
1004098,P00352242,M,36-45,11869
1004099,P00128942,M,36-45,11813
1004101,P00111142,M,18-25,11764
